-0.8	4.188535637333732e-06	1.9663628299410932e-07
-0.7000000000000001	5.447466344580445e-06	2.7777867843030365e-07
-0.6000000000000001	5.471017382490966e-06	2.974080296850288e-07
-0.5000000000000001	4.758342232904994e-06	2.7186075002562383e-07
-0.40000000000000013	3.976850694555425e-06	2.3785606651792723e-07
-0.30000000000000016	3.1969224528646618e-06	1.991573637708982e-07
-0.20000000000000015	2.456830404120632e-06	1.5857154042922595e-07
-0.10000000000000014	1.7915203290664972e-06	1.1887321669327592e-07
-1.3877787807814457e-16	1.2266917701942226e-06	8.308224457816231e-08
0.09999999999999987	7.780648706751826e-07	5.321710884963238e-08
0.19999999999999987	4.49752954471206e-07	3.073646809581892e-08
0.2999999999999999	2.3202079897664068e-07	1.5588265994723656e-08
0.3999999999999999	1.0367064502764771e-07	6.7318339641578955e-09
0.4999999999999999	3.849725785458598e-08	2.360120706074258e-09
0.5999999999999999	1.1095147627165597e-08	6.225087592135637e-10
